,strata,country,age_gender,urbanisation,education,population,pop_country,margins
1,1,Austria,1,1,1,63616,7321812,0.00868856
2,2,Austria,1,1,2,15018,7321812,0.002051132
3,3,Austria,1,2,1,233768,7321812,0.031927616
4,4,Austria,1,2,2,55185,7321812,0.007537069
5,5,Austria,2,1,1,251198,7321812,0.034308174
6,6,Austria,2,1,2,142013,7321812,0.019395882
7,7,Austria,2,2,1,141969,7321812,0.019389872
8,8,Austria,2,2,2,80261,7321812,0.010961904
9,9,Austria,3,1,1,218829,7321812,0.029887274
10,10,Austria,3,1,2,127108,7321812,0.017360184
11,11,Austria,3,2,1,151738,7321812,0.020724105
12,12,Austria,3,2,2,88138,7321812,0.012037731
13,13,Austria,4,1,1,297805,7321812,0.040673675
14,14,Austria,4,1,2,143102,7321812,0.019544615
15,15,Austria,4,2,1,160607,7321812,0.021935417
16,16,Austria,4,2,2,77175,7321812,0.010540424
17,17,Austria,5,1,1,371845,7321812,0.050785926
18,18,Austria,5,1,2,155103,7321812,0.021183691
19,19,Austria,5,2,1,49088,7321812,0.006704351
20,20,Austria,5,2,2,20475,7321812,0.002796439
21,21,Austria,6,1,1,340000,7321812,0.046436592
22,22,Austria,6,1,2,137941,7321812,0.018839735
23,23,Austria,6,2,1,174116,7321812,0.023780452
24,24,Austria,6,2,2,70641,7321812,0.009648022
25,25,Austria,7,1,1,79332,7321812,0.010835023
26,26,Austria,7,1,2,28378,7321812,0.003875817
27,27,Austria,7,2,1,174709,7321812,0.023861443
28,28,Austria,7,2,2,62496,7321812,0.008535592
29,29,Austria,8,1,1,234817,7321812,0.032070886
30,30,Austria,8,1,2,191354,7321812,0.026134787
31,31,Austria,8,2,1,91058,7321812,0.012436539
32,32,Austria,8,2,2,74204,7321812,0.01013465
33,33,Austria,9,1,1,238514,7321812,0.032575816
34,34,Austria,9,1,2,148131,7321812,0.020231467
35,35,Austria,9,2,1,119771,7321812,0.016358109
36,36,Austria,9,2,2,74385,7321812,0.01015937
37,37,Austria,10,1,1,368903,7321812,0.050384113
38,38,Austria,10,1,2,134522,7321812,0.018372774
39,39,Austria,10,2,1,128992,7321812,0.017617497
40,40,Austria,10,2,2,47037,7321812,0.006424229
41,41,Austria,11,1,1,359925,7321812,0.049157913
42,42,Austria,11,1,2,81074,7321812,0.011072942
43,43,Austria,11,2,1,140882,7321812,0.019241412
44,44,Austria,11,2,2,31734,7321812,0.004334173
45,45,Austria,12,1,1,497345,7321812,0.067926491
46,46,Austria,12,1,2,95681,7321812,0.01306794
47,47,Austria,12,2,1,295064,7321812,0.040299314
48,48,Austria,12,2,2,56765,7321812,0.007752862
49,1,Belgium,1,1,1,84414,9140531,0.009235131
50,2,Belgium,1,1,2,15218,9140531,0.001664892
51,3,Belgium,1,2,1,317030,9140531,0.034683981
52,4,Belgium,1,2,2,57152,9140531,0.006252591
53,5,Belgium,2,1,1,169309,9140531,0.018522885
54,6,Belgium,2,1,2,115507,9140531,0.012636793
55,7,Belgium,2,2,1,272421,9140531,0.02980363
56,8,Belgium,2,2,2,185853,9140531,0.020332845
57,9,Belgium,3,1,1,173530,9140531,0.018984674
58,10,Belgium,3,1,2,118762,9140531,0.012992899
59,11,Belgium,3,2,1,269196,9140531,0.029450805
60,12,Belgium,3,2,2,184235,9140531,0.020155831
61,13,Belgium,4,1,1,53277,9140531,0.005828655
62,14,Belgium,4,1,2,30269,9140531,0.003311514
63,15,Belgium,4,2,1,456747,9140531,0.049969416
64,16,Belgium,4,2,2,259499,9140531,0.028389926
65,17,Belgium,5,1,1,200909,9140531,0.021980014
66,18,Belgium,5,1,2,87915,9140531,0.00961815
67,19,Belgium,5,2,1,317911,9140531,0.034780365
68,20,Belgium,5,2,2,139113,9140531,0.015219357
69,21,Belgium,6,1,1,414580,9140531,0.045356227
70,22,Belgium,6,1,2,172900,9140531,0.01891575
71,23,Belgium,6,2,1,257514,9140531,0.028172762
72,24,Belgium,6,2,2,107396,9140531,0.011749427
73,25,Belgium,7,1,1,192431,9140531,0.021052497
74,26,Belgium,7,1,2,64409,9140531,0.007046527
75,27,Belgium,7,2,1,147771,9140531,0.016166566
76,28,Belgium,7,2,2,49461,9140531,0.005411174
77,29,Belgium,8,1,1,181319,9140531,0.019836813
78,30,Belgium,8,1,2,214693,9140531,0.023488023
79,31,Belgium,8,2,1,157608,9140531,0.017242762
80,32,Belgium,8,2,2,186617,9140531,0.020416429
81,33,Belgium,9,1,1,193162,9140531,0.02113247
82,34,Belgium,9,1,2,201890,9140531,0.022087338
83,35,Belgium,9,2,1,167409,9140531,0.018315019
84,36,Belgium,9,2,2,174973,9140531,0.019142542
85,37,Belgium,10,1,1,156990,9140531,0.017175151
86,38,Belgium,10,1,2,111176,9140531,0.01216297
87,39,Belgium,10,2,1,300028,9140531,0.032823914
88,40,Belgium,10,2,2,212471,9140531,0.02324493
89,41,Belgium,11,1,1,249239,9140531,0.027267453
90,42,Belgium,11,1,2,111901,9140531,0.012242287
91,43,Belgium,11,2,1,272429,9140531,0.029804505
92,44,Belgium,11,2,2,122313,9140531,0.013381389
93,45,Belgium,12,1,1,504987,9140531,0.055247009
94,46,Belgium,12,1,2,188479,9140531,0.020620137
95,47,Belgium,12,2,1,377297,9140531,0.041277361
96,48,Belgium,12,2,2,140821,9140531,0.015406217
97,1,Bulgaria,1,1,1,44604,5810090,0.00767699
98,2,Bulgaria,1,1,2,2038,5810090,0.000350769
99,3,Bulgaria,1,2,1,170946,5810090,0.029422264
100,4,Bulgaria,1,2,2,7809,5810090,0.001344041
101,5,Bulgaria,2,1,1,251846,5810090,0.043346316
102,6,Bulgaria,2,1,2,94673,5810090,0.016294584
103,7,Bulgaria,2,2,1,84810,5810090,0.01459702
104,8,Bulgaria,2,2,2,31881,5810090,0.005487178
105,9,Bulgaria,3,1,1,174594,5810090,0.030050137
106,10,Bulgaria,3,1,2,47275,5810090,0.008136707
107,11,Bulgaria,3,2,1,245550,5810090,0.042262684
108,12,Bulgaria,3,2,2,66487,5810090,0.011443368
109,13,Bulgaria,4,1,1,41282,5810090,0.007105226
110,14,Bulgaria,4,1,2,10663,5810090,0.001835256
111,15,Bulgaria,4,2,1,357501,5810090,0.061531061
112,16,Bulgaria,4,2,2,92337,5810090,0.015892525
113,17,Bulgaria,5,1,1,139053,5810090,0.02393302
114,18,Bulgaria,5,1,2,34350,5810090,0.005912129
115,19,Bulgaria,5,2,1,229251,5810090,0.039457392
116,20,Bulgaria,5,2,2,56632,5810090,0.009747181
117,21,Bulgaria,6,1,1,319662,5810090,0.055018425
118,22,Bulgaria,6,1,2,73384,5810090,0.012630441
119,23,Bulgaria,6,2,1,168304,5810090,0.028967538
120,24,Bulgaria,6,2,2,38637,5810090,0.006649983
121,25,Bulgaria,7,1,1,118476,5810090,0.020391423
122,26,Bulgaria,7,1,2,9717,5810090,0.001672435
123,27,Bulgaria,7,2,1,78374,5810090,0.013489292
124,28,Bulgaria,7,2,2,6428,5810090,0.001106351
125,29,Bulgaria,8,1,1,101391,5810090,0.017450848
126,30,Bulgaria,8,1,2,70733,5810090,0.012174166
127,31,Bulgaria,8,2,1,155390,5810090,0.026744852
128,32,Bulgaria,8,2,2,108405,5810090,0.018658059
129,33,Bulgaria,9,1,1,192498,5810090,0.033131673
130,34,Bulgaria,9,1,2,114757,5810090,0.019751329
131,35,Bulgaria,9,2,1,121007,5810090,0.020827044
132,36,Bulgaria,9,2,2,72138,5810090,0.012415987
133,37,Bulgaria,10,1,1,175205,5810090,0.030155299
134,38,Bulgaria,10,1,2,83446,5810090,0.014362256
135,39,Bulgaria,10,2,1,153777,5810090,0.026467232
136,40,Bulgaria,10,2,2,73241,5810090,0.012605829
137,41,Bulgaria,11,1,1,286826,5810090,0.049366877
138,42,Bulgaria,11,1,2,105484,5810090,0.018155313
139,43,Bulgaria,11,2,1,77717,5810090,0.013376213
140,44,Bulgaria,11,2,2,28581,5810090,0.004919201
141,45,Bulgaria,12,1,1,367183,5810090,0.063197472
142,46,Bulgaria,12,1,2,112002,5810090,0.019277154
143,47,Bulgaria,12,2,1,317039,5810090,0.054566969
144,48,Bulgaria,12,2,2,96706,5810090,0.016644493
145,1,Croatia,1,1,1,62072,3370617,0.018415619
146,2,Croatia,1,1,2,3427,3370617,0.001016728
147,3,Croatia,1,2,1,97525,3370617,0.028933872
148,4,Croatia,1,2,2,5384,3370617,0.001597334
149,5,Croatia,2,1,1,138935,3370617,0.041219456
150,6,Croatia,2,1,2,54716,3370617,0.01623323
151,7,Croatia,2,2,1,45230,3370617,0.013418908
152,8,Croatia,2,2,2,17813,3370617,0.005284789
153,9,Croatia,3,1,1,100967,3370617,0.02995505
154,10,Croatia,3,1,2,32919,3370617,0.009766461
155,11,Croatia,3,2,1,112687,3370617,0.033432158
156,12,Croatia,3,2,2,36740,3370617,0.010900081
157,13,Croatia,4,1,1,147625,3370617,0.043797619
158,14,Croatia,4,1,2,30450,3370617,0.009033954
159,15,Croatia,4,2,1,80224,3370617,0.023800984
160,16,Croatia,4,2,2,16547,3370617,0.00490919
161,17,Croatia,5,1,1,191033,3370617,0.056675974
162,18,Croatia,5,1,2,45344,3370617,0.01345273
163,19,Croatia,5,2,1,40337,3370617,0.011967245
164,20,Croatia,5,2,2,9575,3370617,0.002840726
165,21,Croatia,6,1,1,163859,3370617,0.048613948
166,22,Croatia,6,1,2,41487,3370617,0.012308429
167,23,Croatia,6,2,1,107640,3370617,0.031934806
168,24,Croatia,6,2,2,27253,3370617,0.008085463
169,25,Croatia,7,1,1,55093,3370617,0.016345079
170,26,Croatia,7,1,2,6194,3370617,0.001837646
171,27,Croatia,7,2,1,87751,3370617,0.026034106
172,28,Croatia,7,2,2,9866,3370617,0.002927061
173,29,Croatia,8,1,1,57776,3370617,0.017141075
174,30,Croatia,8,1,2,43293,3370617,0.012844236
175,31,Croatia,8,2,1,82133,3370617,0.024367349
176,32,Croatia,8,2,2,61544,3370617,0.018258972
177,33,Croatia,9,1,1,80679,3370617,0.023935974
178,34,Croatia,9,1,2,43226,3370617,0.012824358
179,35,Croatia,9,2,1,97799,3370617,0.029015163
180,36,Croatia,9,2,2,52398,3370617,0.015545522
181,37,Croatia,10,1,1,65929,3370617,0.01955992
182,38,Croatia,10,1,2,17002,3370617,0.00504418
183,39,Croatia,10,2,1,154479,3370617,0.045831075
184,40,Croatia,10,2,2,39838,3370617,0.011819201
185,41,Croatia,11,1,1,104768,3370617,0.031082736
186,42,Croatia,11,1,2,23305,3370617,0.006914164
187,43,Croatia,11,2,1,146859,3370617,0.043570361
188,44,Croatia,11,2,2,32668,3370617,0.009691994
189,45,Croatia,12,1,1,199068,3370617,0.05905981
190,46,Croatia,12,1,2,42682,3370617,0.012662963
191,47,Croatia,12,2,1,211196,3370617,0.062657964
192,48,Croatia,12,2,2,45282,3370617,0.013434336
193,1,Cyprus,1,1,1,8364,662762,0.012619915
194,2,Cyprus,1,1,2,1111,662762,0.001676318
195,3,Cyprus,1,2,1,27251,662762,0.041117324
196,4,Cyprus,1,2,2,3620,662762,0.005461991
197,5,Cyprus,2,1,1,26122,662762,0.039413847
198,6,Cyprus,2,1,2,26045,662762,0.039297666
199,7,Cyprus,2,2,1,10174,662762,0.01535091
200,8,Cyprus,2,2,2,10144,662762,0.015305645
201,9,Cyprus,3,1,1,15196,662762,0.022928291
202,10,Cyprus,3,1,2,11246,662762,0.016968384
203,11,Cyprus,3,2,1,19238,662762,0.029027011
204,12,Cyprus,3,2,2,14237,662762,0.021481316
205,13,Cyprus,4,1,1,22828,662762,0.034443737
206,14,Cyprus,4,1,2,11094,662762,0.016739041
207,15,Cyprus,4,2,1,12798,662762,0.019310099
208,16,Cyprus,4,2,2,6219,662762,0.009383459
209,17,Cyprus,5,1,1,28268,662762,0.042651812
210,18,Cyprus,5,1,2,11692,662762,0.017641325
211,19,Cyprus,5,2,1,7671,662762,0.011574291
212,20,Cyprus,5,2,2,3173,662762,0.004787541
213,21,Cyprus,6,1,1,21211,662762,0.032003947
214,22,Cyprus,6,1,2,7917,662762,0.011945465
215,23,Cyprus,6,2,1,26130,662762,0.039425918
216,24,Cyprus,6,2,2,9753,662762,0.014715668
217,25,Cyprus,7,1,1,12101,662763,0.018258412
218,26,Cyprus,7,1,2,6891,662764,0.010397366
219,27,Cyprus,7,2,1,15789,662765,0.023822924
220,28,Cyprus,7,2,2,8991,662766,0.013565874
221,29,Cyprus,8,1,1,4619,662762,0.006969319
222,30,Cyprus,8,1,2,9164,662762,0.013826985
223,31,Cyprus,8,2,1,20618,662762,0.031109207
224,32,Cyprus,8,2,2,40901,662762,0.061712953
225,33,Cyprus,9,1,1,15351,662762,0.023162161
226,34,Cyprus,9,1,2,18818,662762,0.0283933
227,35,Cyprus,9,2,1,12904,662762,0.019470036
228,36,Cyprus,9,2,2,15818,662762,0.023866788
229,37,Cyprus,10,1,1,20749,662762,0.031306864
230,38,Cyprus,10,1,2,12568,662762,0.018963067
231,39,Cyprus,10,2,1,13495,662762,0.020361759
232,40,Cyprus,10,2,2,8174,662762,0.012333236
233,41,Cyprus,11,1,1,17393,662762,0.026243206
234,42,Cyprus,11,1,2,6234,662762,0.009406091
235,43,Cyprus,11,2,1,20966,662762,0.031634282
236,44,Cyprus,11,2,2,7515,662762,0.011338912
237,45,Cyprus,12,1,1,30530,662762,0.046064802
238,46,Cyprus,12,1,2,8296,662762,0.012517314
239,47,Cyprus,12,2,1,29210,662762,0.044073136
240,48,Cyprus,12,2,2,7937,662762,0.011975641
241,1,Czechia,1,1,1,81882,8674055,0.009439876
242,2,Czechia,1,1,2,5346,8674055,0.000616321
243,3,Czechia,1,2,1,247344,8674055,0.028515383
244,4,Czechia,1,2,2,16149,8674055,0.001861759
245,5,Czechia,2,1,1,129877,8674055,0.014973043
246,6,Czechia,2,1,2,46376,8674055,0.005346519
247,7,Czechia,2,2,1,398619,8674055,0.045955323
248,8,Czechia,2,2,2,142337,8674055,0.016409511
249,9,Czechia,3,1,1,246643,8674055,0.028434567
250,10,Czechia,3,1,2,80322,8674055,0.009260029
251,11,Czechia,3,2,1,422927,8674055,0.048757703
252,12,Czechia,3,2,2,137731,8674055,0.015878502
253,13,Czechia,4,1,1,146421,8674055,0.01688034
254,14,Czechia,4,1,2,34314,8674055,0.003955935
255,15,Czechia,4,2,1,466413,8674055,0.053771045
256,16,Czechia,4,2,2,109303,8674055,0.012601142
257,17,Czechia,5,1,1,127682,8674055,0.01471999
258,18,Czechia,5,1,2,30379,8674055,0.003502284
259,19,Czechia,5,2,1,391530,8674055,0.045138058
260,20,Czechia,5,2,2,93157,8674055,0.010739729
261,21,Czechia,6,1,1,319105,8674055,0.036788446
262,22,Czechia,6,1,2,68543,8674055,0.007902071
263,23,Czechia,6,2,1,402577,8674055,0.046411626
264,24,Czechia,6,2,2,86473,8674055,0.009969155
265,25,Czechia,7,1,1,104629,8674055,0.012062294
266,26,Czechia,7,1,2,12909,8674055,0.001488231
267,27,Czechia,7,2,1,191466,8674055,0.022073413
268,28,Czechia,7,2,2,23622,8674055,0.002723294
269,29,Czechia,8,1,1,187902,8674055,0.021662533
270,30,Czechia,8,1,2,129145,8674055,0.014888654
271,31,Czechia,8,2,1,213307,8674055,0.024591382
272,32,Czechia,8,2,2,146605,8674055,0.016901553
273,33,Czechia,9,1,1,432699,8674055,0.049884281
274,34,Czechia,9,1,2,177174,8674055,0.020425741
275,35,Czechia,9,2,1,160970,8674055,0.018557641
276,36,Czechia,9,2,2,65911,8674055,0.007598638
277,37,Czechia,10,1,1,247393,8674055,0.028521032
278,38,Czechia,10,1,2,57551,8674055,0.006634844
279,39,Czechia,10,2,1,338793,8674055,0.039058203
280,40,Czechia,10,2,2,78814,8674055,0.009086177
281,41,Czechia,11,1,1,218569,8674055,0.025198019
282,42,Czechia,11,1,2,39684,8674055,0.004575023
283,43,Czechia,11,2,1,343754,8674055,0.039630138
284,44,Czechia,11,2,2,62412,8674055,0.007195251
285,45,Czechia,12,1,1,590142,8674055,0.068035308
286,46,Czechia,12,1,2,85464,8674055,0.009852831
287,47,Czechia,12,2,1,466178,8674055,0.053743953
288,48,Czechia,12,2,2,67512,8674055,0.007783211
289,1,Denmark,1,1,1,136371,4644593,0.029361238
290,2,Denmark,1,1,2,7826,4644593,0.00168497
291,3,Denmark,1,2,1,119957,4644593,0.025827236
292,4,Denmark,1,2,2,6884,4644593,0.001482154
293,5,Denmark,2,1,1,96476,4644593,0.02077168
294,6,Denmark,2,1,2,60880,4644593,0.013107715
295,7,Denmark,2,2,1,136062,4644593,0.029294709
296,8,Denmark,2,2,2,85860,4644593,0.018486012
297,9,Denmark,3,1,1,54549,4644593,0.011744624
298,10,Denmark,3,1,2,36428,4644593,0.007843098
299,11,Denmark,3,2,1,158169,4644593,0.034054437
300,12,Denmark,3,2,2,105625,4644593,0.022741497
301,13,Denmark,4,1,1,162632,4644593,0.035015339
302,14,Denmark,4,1,2,78056,4644593,0.016805778
303,15,Denmark,4,2,1,113140,4644593,0.024359508
304,16,Denmark,4,2,2,54302,4644593,0.011691444
305,17,Denmark,5,1,1,136723,4644593,0.029437025
306,18,Denmark,5,1,2,47323,4644593,0.010188837
307,19,Denmark,5,2,1,129480,4644593,0.027877577
308,20,Denmark,5,2,2,44816,4644593,0.009649069
309,21,Denmark,6,1,1,209605,4644593,0.04512882
310,22,Denmark,6,1,2,71179,4644593,0.015325132
311,23,Denmark,6,2,1,180334,4644593,0.038826653
312,24,Denmark,6,2,2,61239,4644593,0.013185009
313,25,Denmark,7,1,1,79608,4644593,0.01713993
314,26,Denmark,7,1,2,6941,4644593,0.001494426
315,27,Denmark,7,2,1,159038,4644593,0.034241536
316,28,Denmark,7,2,2,13866,4644593,0.002985407
317,29,Denmark,8,1,1,18615,4644593,0.004007886
318,30,Denmark,8,1,2,23009,4644593,0.004953932
319,31,Denmark,8,2,1,144119,4644593,0.031029414
320,32,Denmark,8,2,2,178143,4644593,0.038354922
321,33,Denmark,9,1,1,119265,4644593,0.025678246
322,34,Denmark,9,1,2,129300,4644593,0.027838822
323,35,Denmark,9,2,1,48997,4644593,0.010549256
324,36,Denmark,9,2,2,53119,4644593,0.011436739
325,37,Denmark,10,1,1,140520,4644593,0.030254535
326,38,Denmark,10,1,2,95563,4644593,0.020575107
327,39,Denmark,10,2,1,99192,4644593,0.021356446
328,40,Denmark,10,2,2,67457,4644593,0.01452377
329,41,Denmark,11,1,1,159148,4644593,0.03426522
330,42,Denmark,11,1,2,84920,4644593,0.018283626
331,43,Denmark,11,2,1,76456,4644593,0.016461292
332,44,Denmark,11,2,2,40797,4644593,0.008783762
333,45,Denmark,12,1,1,181341,4644593,0.039043464
334,46,Denmark,12,1,2,82421,4644593,0.017745581
335,47,Denmark,12,2,1,239835,4644593,0.051637463
336,48,Denmark,12,2,2,109007,4644593,0.023469656
337,1,Estonia,1,1,1,9865,1070244,0.009217524
338,2,Estonia,1,1,2,534,1070244,0.000498952
339,3,Estonia,1,2,1,33310,1070244,0.031123744
340,4,Estonia,1,2,2,1803,1070244,0.001684663
341,5,Estonia,2,1,1,19021,1070244,0.017772583
342,6,Estonia,2,1,2,9874,1070244,0.009225934
343,7,Estonia,2,2,1,45718,1070244,0.042717362
344,8,Estonia,2,2,2,23732,1070244,0.022174383
345,9,Estonia,3,1,1,11021,1070244,0.010297652
346,10,Estonia,3,1,2,5564,1070244,0.005198814
347,11,Estonia,3,2,1,51850,1070244,0.048446896
348,12,Estonia,3,2,2,26177,1070244,0.024458908
349,13,Estonia,4,1,1,44940,1070244,0.041990425
350,14,Estonia,4,1,2,16591,1070244,0.015502072
351,15,Estonia,4,2,1,18341,1070244,0.017137214
352,16,Estonia,4,2,2,6771,1070244,0.006326595
353,17,Estonia,5,1,1,43468,1070244,0.040615037
354,18,Estonia,5,1,2,17033,1070244,0.015915062
355,19,Estonia,5,2,1,13752,1070244,0.012849406
356,20,Estonia,5,2,2,5389,1070244,0.0050353
357,21,Estonia,6,1,1,29844,1070244,0.02788523
358,22,Estonia,6,1,2,12236,1070244,0.011432907
359,23,Estonia,6,2,1,34103,1070244,0.031864696
360,24,Estonia,6,2,2,13982,1070244,0.013064311
361,25,Estonia,7,1,1,21878,1070244,0.020442067
362,26,Estonia,7,1,2,2557,1070244,0.002389175
363,27,Estonia,7,2,1,16966,1070244,0.01585246
364,28,Estonia,7,2,2,1983,1070244,0.001852849
365,29,Estonia,8,1,1,4154,1070244,0.003881358
366,30,Estonia,8,1,2,4876,1070244,0.00455597
367,31,Estonia,8,2,1,36955,1070244,0.034529509
368,32,Estonia,8,2,2,43378,1070244,0.040530944
369,33,Estonia,9,1,1,33633,1070244,0.031425544
370,34,Estonia,9,1,2,41088,1070244,0.038391245
371,35,Estonia,9,2,1,6443,1070244,0.006020123
372,36,Estonia,9,2,2,7871,1070244,0.007354398
373,37,Estonia,10,1,1,39511,1070244,0.03691775
374,38,Estonia,10,1,2,38975,1070244,0.036416929
375,39,Estonia,10,2,1,4694,1070244,0.004385916
376,40,Estonia,10,2,2,4630,1070244,0.004326116
377,41,Estonia,11,1,1,33280,1070244,0.031095713
378,42,Estonia,11,1,2,28988,1070244,0.027085412
379,43,Estonia,11,2,1,17057,1070244,0.015937487
380,44,Estonia,11,2,2,14858,1070244,0.013882816
381,45,Estonia,12,1,1,48541,1070244,0.045355078
382,46,Estonia,12,1,2,36960,1070244,0.034534181
383,47,Estonia,12,2,1,48852,1070244,0.045645666
384,48,Estonia,12,2,2,37197,1070244,0.034755626
385,1,Finland,1,1,1,134432,4458940,0.030148869
386,2,Finland,1,1,2,3500,4458940,0.00078494
387,3,Finland,1,2,1,86529,4458940,0.019405733
388,4,Finland,1,2,2,2253,4458940,0.000505277
389,5,Finland,2,1,1,149085,4458940,0.033435076
390,6,Finland,2,1,2,72047,4458940,0.016157876
391,7,Finland,2,2,1,95961,4458940,0.021521034
392,8,Finland,2,2,2,46374,4458940,0.01040023
393,9,Finland,3,1,1,181339,4458940,0.040668634
394,10,Finland,3,1,2,125742,4458940,0.028199976
395,11,Finland,3,2,1,30716,4458940,0.006888633
396,12,Finland,3,2,2,21299,4458940,0.004776696
397,13,Finland,4,1,1,123362,4458940,0.027666217
398,14,Finland,4,1,2,82753,4458940,0.018558895
399,15,Finland,4,2,1,82451,4458940,0.018491166
400,16,Finland,4,2,2,55309,4458940,0.012404069
401,17,Finland,5,1,1,68999,4458940,0.015474306
402,18,Finland,5,1,2,35206,4458940,0.007895599
403,19,Finland,5,2,1,169514,4458940,0.038016659
404,20,Finland,5,2,2,86493,4458940,0.01939766
405,21,Finland,6,1,1,225232,4458940,0.050512454
406,22,Finland,6,1,2,111318,4458940,0.024965126
407,23,Finland,6,2,1,128552,4458940,0.02883017
408,24,Finland,6,2,2,63535,4458940,0.014248902
409,25,Finland,7,1,1,120296,4458940,0.026978609
410,26,Finland,7,1,2,9883,4458940,0.002216446
411,27,Finland,7,2,1,77430,4458940,0.017365114
412,28,Finland,7,2,2,6361,4458940,0.001426572
413,29,Finland,8,1,1,38281,4458940,0.008585224
414,30,Finland,8,1,2,36110,4458940,0.008098337
415,31,Finland,8,2,1,137605,4458940,0.030860474
416,32,Finland,8,2,2,129805,4458940,0.029111179
417,33,Finland,9,1,1,47706,4458940,0.010698955
418,34,Finland,9,1,2,71914,4458940,0.016128048
419,35,Finland,9,2,1,87499,4458940,0.019623274
420,36,Finland,9,2,2,131901,4458940,0.029581246
421,37,Finland,10,1,1,89956,4458940,0.020174302
422,38,Finland,10,1,2,113115,4458940,0.025368137
423,39,Finland,10,2,1,58996,4458940,0.013230947
424,40,Finland,10,2,2,74185,4458940,0.016637362
425,41,Finland,11,1,1,111322,4458940,0.024966023
426,42,Finland,11,1,2,93100,4458940,0.020879402
427,43,Finland,11,2,1,90487,4458940,0.020293388
428,44,Finland,11,2,2,75675,4458940,0.016971522
429,45,Finland,12,1,1,269205,4458940,0.060374214
430,46,Finland,12,1,2,170551,4458940,0.038249225
431,47,Finland,12,2,1,144200,4458940,0.032339525
432,48,Finland,12,2,2,91356,4458940,0.020488277
433,1,France,1,1,1,1227194,52446085,0.023399154
434,2,France,1,1,2,288316,52446085,0.005497379
435,3,France,1,2,1,983599,52446085,0.018754479
436,4,France,1,2,2,231086,52446085,0.004406163
437,5,France,2,1,1,533180,52446085,0.01016625
438,6,France,2,1,2,397239,52446085,0.007574236
439,7,France,2,2,1,1669446,52446085,0.031831661
440,8,France,2,2,2,1243802,52446085,0.023715822
441,9,France,3,1,1,1197252,52446085,0.022828244
442,10,France,3,1,2,811789,52446085,0.015478543
443,11,France,3,2,1,1240777,52446085,0.023658143
444,12,France,3,2,2,841301,52446085,0.016041255
445,13,France,4,1,1,1510315,52446085,0.028797478
446,14,France,4,1,2,681477,52446085,0.012993858
447,15,France,4,2,1,1552281,52446085,0.029597653
448,16,France,4,2,2,700413,52446085,0.013354915
449,17,France,5,1,1,2354731,52446085,0.044898127
450,18,France,5,1,2,717084,52446085,0.013672784
451,19,France,5,2,1,747722,52446085,0.014256965
452,20,France,5,2,2,227703,52446085,0.004341659
453,21,France,6,1,1,2315941,52446085,0.044158511
454,22,France,6,1,2,705544,52446085,0.013452749
455,23,France,6,2,1,2122933,52446085,0.040478388
456,24,France,6,2,2,646745,52446085,0.012331616
457,25,France,7,1,1,1123344,52446085,0.021419025
458,26,France,7,1,2,367824,52446085,0.007013374
459,27,France,7,2,1,867729,52446085,0.016545163
460,28,France,7,2,2,284126,52446085,0.005417487
461,29,France,8,1,1,1322984,52446085,0.025225601
462,30,France,8,1,2,1374533,52446085,0.026208496
463,31,France,8,2,1,643276,52446085,0.012265472
464,32,France,8,2,2,668341,52446085,0.012743392
465,33,France,9,1,1,1000745,52446085,0.019081405
466,34,France,9,1,2,967508,52446085,0.018447669
467,35,France,9,2,1,1161573,52446085,0.022147945
468,36,France,9,2,2,1122994,52446085,0.021412351
469,37,France,10,1,1,1445810,52446085,0.027567549
470,38,France,10,1,2,760917,52446085,0.014508557
471,39,France,10,2,1,1549514,52446085,0.029544894
472,40,France,10,2,2,815495,52446085,0.015549206
473,41,France,11,1,1,1893908,52446085,0.036111523
474,42,France,11,1,2,617119,52446085,0.011766731
475,43,France,11,2,1,1396336,52446085,0.026624218
