,strata,country,age_gender,urbanisation,education,population,pop_country,margins
948,36,Netherlands,9,2,2,418234,13922216,0.030040764
949,37,Netherlands,10,1,1,329960,13922216,0.02370025
950,38,Netherlands,10,1,2,163512,13922216,0.011744682
951,39,Netherlands,10,2,1,508560,13922216,0.036528668
952,40,Netherlands,10,2,2,252017,13922216,0.018101788
953,41,Netherlands,11,1,1,141733,13922216,0.010180348
954,42,Netherlands,11,1,2,48533,13922216,0.003486011
955,43,Netherlands,11,2,1,726672,13922216,0.052195139
956,44,Netherlands,11,2,2,248833,13922216,0.017873089
957,45,Netherlands,12,1,1,711879,13922216,0.051132593
958,46,Netherlands,12,1,2,190713,13922216,0.013698466
959,47,Netherlands,12,2,1,693470,13922216,0.049810318
960,48,Netherlands,12,2,2,185781,13922216,0.013344212
961,1,Poland,1,1,1,574885,31072510,0.018501402
962,2,Poland,1,1,2,36101,31072510,0.001161831
963,3,Poland,1,2,1,794808,31072510,0.025579137
964,4,Poland,1,2,2,49911,31072510,0.001606275
965,5,Poland,2,1,1,995898,31072510,0.032050774
966,6,Poland,2,1,2,508908,31072510,0.016378078
967,7,Poland,2,2,1,877859,31072510,0.02825195
968,8,Poland,2,2,2,448590,31072510,0.014436877
969,9,Poland,3,1,1,1385159,31072510,0.044578278
970,10,Poland,3,1,2,686795,31072510,0.022102978
971,11,Poland,3,2,1,656016,31072510,0.021112424
972,12,Poland,3,2,2,325268,31072510,0.010468031
973,13,Poland,4,1,1,1569239,31072510,0.050502486
974,14,Poland,4,1,2,353461,31072510,0.01137536
975,15,Poland,4,2,1,351923,31072510,0.011325863
976,16,Poland,4,2,2,79268,31072510,0.002551065
977,17,Poland,5,1,1,1087276,31072510,0.034991573
978,18,Poland,5,1,2,158774,31072510,0.00510979
979,19,Poland,5,2,1,1085282,31072510,0.0349274
980,20,Poland,5,2,2,158483,31072510,0.005100425
981,21,Poland,6,1,1,1179684,31072510,0.03796552
982,22,Poland,6,1,2,187176,31072510,0.006023846
983,23,Poland,6,2,1,1112742,31072510,0.03581114
984,24,Poland,6,2,2,176555,31072510,0.005682032
985,25,Poland,7,1,1,552648,31072510,0.017785753
986,26,Poland,7,1,2,83555,31072510,0.002689033
987,27,Poland,7,2,1,659687,31072510,0.021230567
988,28,Poland,7,2,2,99738,31072510,0.003209847
989,29,Poland,8,1,1,323595,31072510,0.010414189
990,30,Poland,8,1,2,375442,31072510,0.01208277
991,31,Poland,8,2,1,936768,31072510,0.030147806
992,32,Poland,8,2,2,1086859,31072510,0.034978153
993,33,Poland,9,1,1,599481,31072510,0.01929297
994,34,Poland,9,1,2,523298,31072510,0.016841189
995,35,Poland,9,2,1,987491,31072510,0.031780213
996,36,Poland,9,2,2,861998,31072510,0.027741499
997,37,Poland,10,1,1,702461,31072510,0.022607153
998,38,Poland,10,1,2,267369,31072510,0.00860468
999,39,Poland,10,2,1,1006549,31072510,0.032393553
1000,40,Poland,10,2,2,383110,31072510,0.012329548
1001,41,Poland,11,1,1,1201003,31072510,0.038651625
1002,42,Poland,11,1,2,257447,31072510,0.008285362
1003,43,Poland,11,2,1,1053646,31072510,0.033909266
1004,44,Poland,11,2,2,225860,31072510,0.007268804
1005,45,Poland,12,1,1,1915402,31072510,0.061642976
1006,46,Poland,12,1,2,370696,31072510,0.011930031
1007,47,Poland,12,2,1,1473226,31072510,0.04741252
1008,48,Poland,12,2,2,285120,31072510,0.009175956
1009,1,Portugal,1,1,1,34586,8542832,0.00404854
1010,2,Portugal,1,1,2,3781,8542832,0.000442593
1011,3,Portugal,1,2,1,317097,8542832,0.037118487
1012,4,Portugal,1,2,2,34668,8542832,0.004058139
1013,5,Portugal,2,1,1,36777,8542832,0.004305013
1014,6,Portugal,2,1,2,12736,8542832,0.001490841
1015,7,Portugal,2,2,1,375453,8542832,0.043949477
1016,8,Portugal,2,2,2,130024,8542832,0.015220245
1017,9,Portugal,3,1,1,234738,8542832,0.027477773
1018,10,Portugal,3,1,2,78042,8542832,0.009135378
1019,11,Portugal,3,2,1,298339,8542832,0.034922728
1020,12,Portugal,3,2,2,99187,8542832,0.011610553
1021,13,Portugal,4,1,1,389936,8542832,0.045644817
1022,14,Portugal,4,1,2,79144,8542832,0.009264375
1023,15,Portugal,4,2,1,210647,8542832,0.024657748
1024,16,Portugal,4,2,2,42754,8542832,0.005004664
1025,17,Portugal,5,1,1,187815,8542832,0.021985098
1026,18,Portugal,5,1,2,25334,8542832,0.002965527
1027,19,Portugal,5,2,1,388031,8542832,0.045421823
1028,20,Portugal,5,2,2,52342,8542832,0.006127008
1029,21,Portugal,6,1,1,646518,8542832,0.075679587
1030,22,Portugal,6,1,2,78343,8542832,0.009170612
1031,23,Portugal,6,2,1,187738,8542832,0.021976085
1032,24,Portugal,6,2,2,22750,8542832,0.002663051
1033,25,Portugal,7,1,1,187890,8542832,0.021993877
1034,26,Portugal,7,1,2,43726,8542832,0.005118443
1035,27,Portugal,7,2,1,119728,8542832,0.014015025
1036,28,Portugal,7,2,2,27863,8542832,0.003261565
1037,29,Portugal,8,1,1,171590,8542832,0.020085845
1038,30,Portugal,8,1,2,136188,8542832,0.015941786
1039,31,Portugal,8,2,1,145331,8542832,0.01701204
1040,32,Portugal,8,2,2,115346,8542832,0.01350208
1041,33,Portugal,9,1,1,429021,8542832,0.050219997
1042,34,Portugal,9,1,2,267570,8542832,0.031320995
1043,35,Portugal,9,2,1,49261,8542832,0.005766355
1044,36,Portugal,9,2,2,30723,8542832,0.003596348
1045,37,Portugal,10,1,1,397624,8542832,0.046544752
1046,38,Portugal,10,1,2,124005,8542832,0.014515678
1047,39,Portugal,10,2,1,214390,8542832,0.025095893
1048,40,Portugal,10,2,2,66861,8542832,0.007826561
1049,41,Portugal,11,1,1,547964,8542832,0.064143132
1050,42,Portugal,11,1,2,106283,8542832,0.01244119
1051,43,Portugal,11,2,1,75315,8542832,0.008816163
1052,44,Portugal,11,2,2,14608,8542832,0.001709972
1053,45,Portugal,12,1,1,828047,8542832,0.096928864
1054,46,Portugal,12,1,2,125466,8542832,0.014686699
1055,47,Portugal,12,2,1,305033,8542832,0.035706309
1056,48,Portugal,12,2,2,46219,8542832,0.005410267
1057,1,Romania,1,1,1,406059,15754679,0.025773867
1058,2,Romania,1,1,2,17115,15754679,0.001086344
1059,3,Romania,1,2,1,301465,15754679,0.01913495
1060,4,Romania,1,2,2,12706,15754679,0.000806491
1061,5,Romania,2,1,1,203308,15754679,0.012904611
1062,6,Romania,2,1,2,56779,15754679,0.003603945
1063,7,Romania,2,2,1,808735,15754679,0.051333004
1064,8,Romania,2,2,2,225859,15754679,0.014335995
1065,9,Romania,3,1,1,782926,15754679,0.049694824
1066,10,Romania,3,1,2,203094,15754679,0.012891027
1067,11,Romania,3,2,1,405137,15754679,0.025715345
1068,12,Romania,3,2,2,105094,15754679,0.006670653
1069,13,Romania,4,1,1,429763,15754679,0.027278436
1070,14,Romania,4,1,2,64364,15754679,0.004085389
1071,15,Romania,4,2,1,847927,15754679,0.053820646
1072,16,Romania,4,2,2,126990,15754679,0.008060463
1073,17,Romania,5,1,1,603761,15754679,0.038322647
1074,18,Romania,5,1,2,66200,15754679,0.004201926
1075,19,Romania,5,2,1,452897,15754679,0.028746825
1076,20,Romania,5,2,2,49658,15754679,0.003151953
1077,21,Romania,6,1,1,744568,15754679,0.047260119
1078,22,Romania,6,1,2,77360,15754679,0.004910287
1079,23,Romania,6,2,1,570609,15754679,0.036218383
1080,24,Romania,6,2,2,59286,15754679,0.003763073
1081,25,Romania,7,1,1,568157,15754679,0.036062747
1082,26,Romania,7,1,2,37923,15754679,0.002407094
1083,27,Romania,7,2,1,88650,15754679,0.0056269
1084,28,Romania,7,2,2,5917,15754679,0.000375571
1085,29,Romania,8,1,1,489093,15754679,0.031044301
1086,30,Romania,8,1,2,191997,15754679,0.012186665
1087,31,Romania,8,2,1,363110,15754679,0.023047756
1088,32,Romania,8,2,2,142541,15754679,0.009047534
1089,33,Romania,9,1,1,229419,15754679,0.01456196
1090,34,Romania,9,1,2,75756,15754679,0.004808476
1091,35,Romania,9,2,1,840369,15754679,0.053340915
1092,36,Romania,9,2,2,277498,15754679,0.017613688
1093,37,Romania,10,1,1,431672,15754679,0.027399606
1094,38,Romania,10,1,2,74255,15754679,0.004713203
1095,39,Romania,10,2,1,760481,15754679,0.048270168
1096,40,Romania,10,2,2,130815,15754679,0.008303248
1097,41,Romania,11,1,1,378481,15754679,0.024023403
1098,42,Romania,11,1,2,37712,15754679,0.002393702
1099,43,Romania,11,2,1,789010,15754679,0.050080995
1100,44,Romania,11,2,2,78618,15754679,0.004990137
1101,45,Romania,12,1,1,1339740,15754679,0.085037594
1102,46,Romania,12,1,2,105545,15754679,0.00669928
1103,47,Romania,12,2,1,645414,15754679,0.040966496
1104,48,Romania,12,2,2,50846,15754679,0.003227359
1105,1,Slovakia,1,1,1,100848,4437313,0.022727268
1106,2,Slovakia,1,1,2,9386,4437313,0.002115244
1107,3,Slovakia,1,2,1,92623,4437313,0.020873668
1108,4,Slovakia,1,2,2,8620,4437313,0.001942617
1109,5,Slovakia,2,1,1,149263,4437313,0.03363815
1110,6,Slovakia,2,1,2,63860,4437313,0.014391592
1111,7,Slovakia,2,2,1,137090,4437313,0.030894823
1112,8,Slovakia,2,2,2,58652,4437313,0.013217909
1113,9,Slovakia,3,1,1,84672,4437313,0.019081818
1114,10,Slovakia,3,1,2,23120,4437313,0.00521036
1115,11,Slovakia,3,2,1,277242,4437313,0.062479703
1116,12,Slovakia,3,2,2,75702,4437313,0.017060325
1117,13,Slovakia,4,1,1,223053,4437313,0.050267583
1118,14,Slovakia,4,1,2,39024,4437313,0.008794511
1119,15,Slovakia,4,2,1,90592,4437313,0.020415959
1120,16,Slovakia,4,2,2,15849,4437313,0.003571756
1121,17,Slovakia,5,1,1,58526,4437313,0.013189514
1122,18,Slovakia,5,1,2,11148,4437313,0.002512331
1123,19,Slovakia,5,2,1,232374,4437313,0.052368179
1124,20,Slovakia,5,2,2,44262,4437313,0.009974956
1125,21,Slovakia,6,1,1,155791,4437313,0.035109311
1126,22,Slovakia,6,1,2,30544,4437313,0.006883445
1127,23,Slovakia,6,2,1,133076,4437313,0.029990222
1128,24,Slovakia,6,2,2,26091,4437313,0.00587991
1129,25,Slovakia,7,1,1,105725,4437313,0.023826356
1130,26,Slovakia,7,1,2,17289,4437313,0.003896277
1131,27,Slovakia,7,2,1,67558,4437313,0.01522498
1132,28,Slovakia,7,2,2,11048,4437313,0.002489795
1133,29,Slovakia,8,1,1,112695,4437313,0.025397127
1134,30,Slovakia,8,1,2,91405,4437313,0.020599178
1135,31,Slovakia,8,2,1,103504,4437313,0.023325828
1136,32,Slovakia,8,2,2,83951,4437313,0.018919332
1137,33,Slovakia,9,1,1,90988,4437313,0.020505202
1138,34,Slovakia,9,1,2,40369,4437313,0.009097623
1139,35,Slovakia,9,2,1,209978,4437313,0.04732098
1140,36,Slovakia,9,2,2,93161,4437313,0.020994913
1141,37,Slovakia,10,1,1,176369,4437313,0.039746802
1142,38,Slovakia,10,1,2,45596,4437313,0.010275588
1143,39,Slovakia,10,2,1,113823,4437313,0.025651334
1144,40,Slovakia,10,2,2,29426,4437313,0.006631491
1145,41,Slovakia,11,1,1,129343,4437313,0.029148947
1146,42,Slovakia,11,1,2,23198,4437313,0.005227939
1147,43,Slovakia,11,2,1,188927,4437313,0.042576893
1148,44,Slovakia,11,2,2,33884,4437313,0.007636153
1149,45,Slovakia,12,1,1,215240,4437313,0.048506833
1150,46,Slovakia,12,1,2,34740,4437313,0.007829062
1151,47,Slovakia,12,2,1,239097,4437313,0.053883285
1152,48,Slovakia,12,2,2,38591,4437313,0.00869693
1153,1,Slovenia,1,1,1,54677,1711987,0.031937743
1154,2,Slovenia,1,1,2,4329,1711987,0.002528641
1155,3,Slovenia,1,2,1,13150,1711987,0.007681133
1156,4,Slovenia,1,2,2,1041,1711987,0.000608065
1157,5,Slovenia,2,1,1,65082,1711987,0.038015476
1158,6,Slovenia,2,1,2,27686,1711987,0.016171852
1159,7,Slovenia,2,2,1,28198,1711987,0.016470919
1160,8,Slovenia,2,2,2,11995,1711987,0.007006478
1161,9,Slovenia,3,1,1,61980,1711987,0.036203546
1162,10,Slovenia,3,1,2,29088,1711987,0.016990783
1163,11,Slovenia,3,2,1,49722,1711987,0.029043445
1164,12,Slovenia,3,2,2,23335,1711987,0.013630361
1165,13,Slovenia,4,1,1,98918,1711987,0.057779644
1166,14,Slovenia,4,1,2,33198,1711987,0.019391502
1167,15,Slovenia,4,2,1,17024,1711987,0.009944001
1168,16,Slovenia,4,2,2,5713,1711987,0.003337058
1169,17,Slovenia,5,1,1,100886,1711987,0.058929186
1170,18,Slovenia,5,1,2,23197,1711987,0.013549752
1171,19,Slovenia,5,2,1,19298,1711987,0.011272282
1172,20,Slovenia,5,2,2,4437,1711987,0.002591725
1173,21,Slovenia,6,1,1,96534,1711987,0.05638711
1174,22,Slovenia,6,1,2,22909,1711987,0.013381527
1175,23,Slovenia,6,2,1,45551,1711987,0.026607095
1176,24,Slovenia,6,2,2,10810,1711987,0.0063143
1177,25,Slovenia,7,1,1,46617,1711987,0.027229763
1178,26,Slovenia,7,1,2,5667,1711987,0.003310189
1179,27,Slovenia,7,2,1,12738,1711987,0.007440477
1180,28,Slovenia,7,2,2,1549,1711987,0.000904797
1181,29,Slovenia,8,1,1,26643,1711987,0.015562618
1182,30,Slovenia,8,1,2,30128,1711987,0.017598264
1183,31,Slovenia,8,2,1,29406,1711987,0.017176532
1184,32,Slovenia,8,2,2,33253,1711987,0.019423629
1185,33,Slovenia,9,1,1,55148,1711987,0.032212861
1186,34,Slovenia,9,1,2,54238,1711987,0.031681315
1187,35,Slovenia,9,2,1,18783,1711987,0.010971462
1188,36,Slovenia,9,2,2,18473,1711987,0.010790386
1189,37,Slovenia,10,1,1,63800,1711987,0.037266638
1190,38,Slovenia,10,1,2,30659,1711987,0.01790843
1191,39,Slovenia,10,2,1,35051,1711987,0.02047387
1192,40,Slovenia,10,2,2,16844,1711987,0.00983886
1193,41,Slovenia,11,1,1,77755,1711987,0.045417985
1194,42,Slovenia,11,1,2,24020,1711987,0.01403048
1195,43,Slovenia,11,2,1,34681,1711987,0.020257747
1196,44,Slovenia,11,2,2,10714,1711987,0.006258225
1197,45,Slovenia,12,1,1,131244,1711987,0.076661797
1198,46,Slovenia,12,1,2,33610,1711987,0.019632158
1199,47,Slovenia,12,2,1,57486,1711987,0.033578526
1200,48,Slovenia,12,2,2,14722,1711987,0.008599364
1201,1,Spain,1,1,1,1029591,38588988,0.026680954
1202,2,Spain,1,1,2,173935,38588988,0.004507374
1203,3,Spain,1,2,1,380301,38588988,0.009855169
1204,4,Spain,1,2,2,64247,38588988,0.001664905
1205,5,Spain,2,1,1,752900,38588988,0.019510747
1206,6,Spain,2,1,2,469149,38588988,0.012157588
1207,7,Spain,2,2,1,891598,38588988,0.023104985
1208,8,Spain,2,2,2,555575,38588988,0.014397242
1209,9,Spain,3,1,1,926705,38588988,0.024014753
1210,10,Spain,3,1,2,602530,38588988,0.01561404
1211,11,Spain,3,2,1,1334447,38588988,0.034581031
1212,12,Spain,3,2,2,867637,38588988,0.022484057
1213,13,Spain,4,1,1,1040746,38588988,0.026970026
1214,14,Spain,4,1,2,530878,38588988,0.013757241
1215,15,Spain,4,2,1,1435890,38588988,0.037209838
1216,16,Spain,4,2,2,732439,38588988,0.018980518
1217,17,Spain,5,1,1,1073056,38588988,0.027807311
1218,18,Spain,5,1,2,381283,38588988,0.009880617
1219,19,Spain,5,2,1,1121067,38588988,0.029051474
1220,20,Spain,5,2,2,398342,38588988,0.010322686
1221,21,Spain,6,1,1,1488451,38588988,0.038571911
1222,22,Spain,6,1,2,472244,38588988,0.012237792
1223,23,Spain,6,2,1,1509130,38588988,0.039107789
1224,24,Spain,6,2,2,478805,38588988,0.012407814
1225,25,Spain,7,1,1,704687,38588988,0.01826135
1226,26,Spain,7,1,2,173494,38588988,0.004495946
1227,27,Spain,7,2,1,552040,38588988,0.014305636
1228,28,Spain,7,2,2,135912,38588988,0.003522041
1229,29,Spain,8,1,1,955920,38588988,0.024771834
1230,30,Spain,8,1,2,959881,38588988,0.02487448
1231,31,Spain,8,2,1,370111,38588988,0.009591104
1232,32,Spain,8,2,2,371645,38588988,0.009630856
1233,33,Spain,9,1,1,1581287,38588988,0.040977675
1234,34,Spain,9,1,2,1518287,38588988,0.039345085
1235,35,Spain,9,2,1,301044,38588988,0.007801293
1236,36,Spain,9,2,2,289050,38588988,0.007490479
1237,37,Spain,10,1,1,1942389,38588988,0.050335318
1238,38,Spain,10,1,2,1110173,38588988,0.028769166
1239,39,Spain,10,2,1,419783,38588988,0.010878311
1240,40,Spain,10,2,2,239928,38588988,0.006217525
1241,41,Spain,11,1,1,1848681,38588988,0.047906957
1242,42,Spain,11,1,2,584653,38588988,0.015150773
1243,43,Spain,11,2,1,511917,38588988,0.013265883
1244,44,Spain,11,2,2,161896,38588988,0.004195394
1245,45,Spain,12,1,1,2355215,38588988,0.061033345
1246,46,Spain,12,1,2,541519,38588988,0.014032993
1247,47,Spain,12,2,1,1828187,38588988,0.047375873
1248,48,Spain,12,2,2,420343,38588988,0.010892823
1249,1,Sweden,1,1,1,101748,8072738,0.012603902
1250,2,Sweden,1,1,2,12691,8072738,0.001572081
1251,3,Sweden,1,2,1,281471,8072738,0.034866857
1252,4,Sweden,1,2,2,35108,8072738,0.004348958
1253,5,Sweden,2,1,1,190137,8072738,0.023552975
1254,6,Sweden,2,1,2,129162,8072738,0.015999776
1255,7,Sweden,2,2,1,247783,8072738,0.030693799
1256,8,Sweden,2,2,2,168321,8072738,0.020850547
1257,9,Sweden,3,1,1,155382,8072738,0.019247745
1258,10,Sweden,3,1,2,127673,8072738,0.015815328
1259,11,Sweden,3,2,1,202491,8072738,0.025083311
1260,12,Sweden,3,2,2,166381,8072738,0.020610232
1261,13,Sweden,4,1,1,85028,8072738,0.010532734
1262,14,Sweden,4,1,2,41548,8072738,0.005146705
1263,15,Sweden,4,2,1,373698,8072738,0.046291357
1264,16,Sweden,4,2,2,182603,8072738,0.022619711
1265,17,Sweden,5,1,1,294306,8072738,0.036456776
1266,18,Sweden,5,1,2,103333,8072738,0.012800242
1267,19,Sweden,5,2,1,138991,8072738,0.017217331
1268,20,Sweden,5,2,2,48801,8072738,0.006045161
1269,21,Sweden,6,1,1,364823,8072738,0.045191978
1270,22,Sweden,6,1,2,128562,8072738,0.015925452
1271,23,Sweden,6,2,1,334124,8072738,0.041389179
1272,24,Sweden,6,2,2,117744,8072738,0.014585386
1273,25,Sweden,7,1,1,142382,8072738,0.017637386
1274,26,Sweden,7,1,2,27139,8072738,0.003361809
1275,27,Sweden,7,2,1,185549,8072738,0.022984643
1276,28,Sweden,7,2,2,35367,8072738,0.004381041
1277,29,Sweden,8,1,1,158733,8072738,0.019662845
1278,30,Sweden,8,1,2,194950,8072738,0.02414918
1279,31,Sweden,8,2,1,153659,8072738,0.01903431
1280,32,Sweden,8,2,2,188718,8072738,0.023377199
1281,33,Sweden,9,1,1,127101,8072738,0.015744472
1282,34,Sweden,9,1,2,192093,8072738,0.023795272
1283,35,Sweden,9,2,1,121383,8072738,0.015036162
1284,36,Sweden,9,2,2,183451,8072738,0.022724756
1285,37,Sweden,10,1,1,139187,8072738,0.01724161
1286,38,Sweden,10,1,2,117308,8072738,0.014531377
1287,39,Sweden,10,2,1,220759,8072738,0.027346236
1288,40,Sweden,10,2,2,186058,8072738,0.023047695
1289,41,Sweden,11,1,1,269258,8072738,0.033353987
1290,42,Sweden,11,1,2,173270,8072738,0.021463598
1291,43,Sweden,11,2,1,82795,8072738,0.010256124
1292,44,Sweden,11,2,2,53279,8072738,0.006599867
1293,45,Sweden,12,1,1,268344,8072738,0.033240767
1294,46,Sweden,12,1,2,153112,8072738,0.018966551
1295,47,Sweden,12,2,1,424641,8072738,0.052601856
1296,48,Sweden,12,2,2,242293,8072738,0.030013733
1297,1,United Kingdom,1,1,1,314711,52542181,0.005989683
1298,2,United Kingdom,1,1,2,86336,52542181,0.001643175
1299,3,United Kingdom,1,2,1,1977390,52542181,0.037634334
1300,4,United Kingdom,1,2,2,542467,52542181,0.01032441
1301,5,United Kingdom,2,1,1,1304468,52542181,0.024827062
1302,6,United Kingdom,2,1,2,1060312,52542181,0.020180205
1303,7,United Kingdom,2,2,1,1196535,52542181,0.022772846
1304,8,United Kingdom,2,2,2,972581,52542181,0.01851048
1305,9,United Kingdom,3,1,1,172968,52542181,0.003291984
1306,10,United Kingdom,3,1,2,149055,52542181,0.002836864
1307,11,United Kingdom,3,2,1,2063220,52542181,0.039267879
1308,12,United Kingdom,3,2,2,1777976,52542181,0.033839022
1309,13,United Kingdom,4,1,1,141654,52542181,0.002696005
1310,14,United Kingdom,4,1,2,88493,52542181,0.001684228
1311,15,United Kingdom,4,2,1,2625737,52542181,0.049973887
1312,16,United Kingdom,4,2,2,1640332,52542181,0.031219336
1313,17,United Kingdom,5,1,1,2042818,52542181,0.038879581
1314,18,United Kingdom,5,1,2,1036825,52542181,0.019733193
1315,19,United Kingdom,5,2,1,585956,52542181,0.011152107
1316,20,United Kingdom,5,2,2,297400,52542181,0.005660214
1317,21,United Kingdom,6,1,1,2141077,52542181,0.040749679
1318,22,United Kingdom,6,1,2,1065605,52542181,0.020280943
1319,23,United Kingdom,6,2,1,1597655,52542181,0.030407093
1320,24,United Kingdom,6,2,2,795146,52542181,0.015133479
1321,25,United Kingdom,7,1,1,1342731,52542181,0.025555296
1322,26,United Kingdom,7,1,2,463467,52542181,0.008820856
1323,27,United Kingdom,7,2,1,708811,52542181,0.013490323
1324,28,United Kingdom,7,2,2,244659,52542181,0.00465643
1325,29,United Kingdom,8,1,1,859599,52542181,0.01636017
1326,30,United Kingdom,8,1,2,910672,52542181,0.017332208
1327,31,United Kingdom,8,2,1,1314946,52542181,0.025026483
1328,32,United Kingdom,8,2,2,1393073,52542181,0.026513422
1329,33,United Kingdom,9,1,1,744913,52542181,0.014177428
1330,34,United Kingdom,9,1,2,836556,52542181,0.015921608
1331,35,United Kingdom,9,2,1,1248829,52542181,0.023768123
1332,36,United Kingdom,9,2,2,1402467,52542181,0.026692211
1333,37,United Kingdom,10,1,1,673318,52542181,0.012814809
1334,38,United Kingdom,10,1,2,489093,52542181,0.009308578
1335,39,United Kingdom,10,2,1,2008486,52542181,0.038226163
1336,40,United Kingdom,10,2,2,1458949,52542181,0.027767195
1337,41,United Kingdom,11,1,1,1535346,52542181,0.029221208
1338,42,United Kingdom,11,1,2,828803,52542181,0.01577405
1339,43,United Kingdom,11,2,1,1130766,52542181,0.021521109
1340,44,United Kingdom,11,2,2,610405,52542181,0.011617428
1341,45,United Kingdom,12,1,1,2667724,52542181,0.050772997
1342,46,United Kingdom,12,1,2,1349141,52542181,0.025677293
1343,47,United Kingdom,12,2,1,1755105,52542181,0.033403733
1344,48,United Kingdom,12,2,2,887605,52542181,0.016893189
1345,1,Other country,1,1,1,85501,7012732,0.012192253
1346,2,Other country,1,1,2,85501,7012732,0.012192253
1347,3,Other country,1,2,1,85501,7012732,0.012192253
1348,4,Other country,1,2,2,85501,7012732,0.012192253
1349,5,Other country,2,1,1,148777,7012732,0.02121527
1350,6,Other country,2,1,2,148777,7012732,0.02121527
1351,7,Other country,2,2,1,148777,7012732,0.02121527
1352,8,Other country,2,2,2,148777,7012732,0.02121527
1353,9,Other country,3,1,1,150280,7012732,0.021429594
1354,10,Other country,3,1,2,150280,7012732,0.021429594
1355,11,Other country,3,2,1,150280,7012732,0.021429594
1356,12,Other country,3,2,2,150280,7012732,0.021429594
1357,13,Other country,4,1,1,162711,7012732,0.023202227
1358,14,Other country,4,1,2,162711,7012732,0.023202227
1359,15,Other country,4,2,1,162711,7012732,0.023202227
1360,16,Other country,4,2,2,162711,7012732,0.023202227
1361,17,Other country,5,1,1,139718,7012732,0.019923476
1362,18,Other country,5,1,2,139718,7012732,0.019923476
1363,19,Other country,5,2,1,139718,7012732,0.019923476
1364,20,Other country,5,2,2,139718,7012732,0.019923476
1365,21,Other country,6,1,1,175699,7012732,0.025054287
1366,22,Other country,6,1,2,175699,7012732,0.025054287
1367,23,Other country,6,2,1,175699,7012732,0.025054287
1368,24,Other country,6,2,2,175699,7012732,0.025054287
1369,25,Other country,7,1,1,80167,7012732,0.011431636
1370,26,Other country,7,1,2,80167,7012732,0.011431636
1371,27,Other country,7,2,1,80167,7012732,0.011431636
1372,28,Other country,7,2,2,80167,7012732,0.011431636
1373,29,Other country,8,1,1,145168,7012732,0.020700634
1374,30,Other country,8,1,2,145168,7012732,0.020700634
1375,31,Other country,8,2,1,145168,7012732,0.020700634
1376,32,Other country,8,2,2,145168,7012732,0.020700634
1377,33,Other country,9,1,1,147843,7012732,0.021082083
1378,34,Other country,9,1,2,147843,7012732,0.021082083
1379,35,Other country,9,2,1,147843,7012732,0.021082083
1380,36,Other country,9,2,2,147843,7012732,0.021082083
1381,37,Other country,10,1,1,160238,7012732,0.022849583
1382,38,Other country,10,1,2,160238,7012732,0.022849583
1383,39,Other country,10,2,1,160238,7012732,0.022849583
1384,40,Other country,10,2,2,160238,7012732,0.022849583
1385,41,Other country,11,1,1,138847,7012732,0.019799274
1386,42,Other country,11,1,2,138847,7012732,0.019799274
1387,43,Other country,11,2,1,138847,7012732,0.019799274
1388,44,Other country,11,2,2,138847,7012732,0.019799274
1389,45,Other country,12,1,1,218234,7012732,0.031119683
1390,46,Other country,12,1,2,218234,7012732,0.031119683
1391,47,Other country,12,2,1,218234,7012732,0.031119683
1392,48,Other country,12,2,2,218234,7012732,0.031119683
